Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Rate
Post_4385,tiktok,#fashion,tweet,brazil,2252723,348883,38959,6709,low,0.1751440367945815
Post_4386,youtube,#education,shorts,usa,4651762,237587,10380,40921,low,0.06210291928090904
Post_4387,tiktok,#fashion,tweet,australia,4906990,213275,81187,21239,low,0.06433699681474794
Post_4388,tiktok,#fashion,reel,australia,4592642,5201,65853,17955,medium,0.019380783435765297
Post_4389,twitter,#challenge,video,usa,3975840,247776,42724,29220,high,0.08041571089379854
Post_4390,twitter,#gaming,tweet,usa,230848,14445,34663,9023,medium,0.25181504713057945
Post_4391,instagram,#fashion,reel,brazil,2750057,417313,58474,6414,medium,0.17534218381655362
Post_4392,instagram,#fitness,shorts,australia,4608617,83329,8332,25349,low,0.02538939556053367
Post_4393,youtube,#fashion,tweet,australia,2796853,277310,49504,4306,high,0.11839020499110965
Post_4394,youtube,#challenge,shorts,brazil,2907246,316674,22139,30606,low,0.12706836641962874
Post_4395,tiktok,#gaming,shorts,brazil,2710476,51266,2269,35709,low,0.03292558207488279
Post_4396,youtube,#comedy,shorts,australia,1373454,399246,42658,30494,high,0.3439489054602484
Post_4397,tiktok,#fashion,tweet,india,582999,200303,2292,45395,high,0.42536951178303906
Post_4398,twitter,#fashion,video,japan,4921777,99498,92717,22408,high,0.043606811117204214
Post_4399,twitter,#dance,video,germany,537340,457261,50869,8177,low,0.9608571853947222
Post_4400,youtube,#tech,live stream,uk,2841356,453277,82886,41269,high,0.20322409441125996
Post_4401,instagram,#dance,post,australia,4622736,263342,43263,10974,high,0.06869935899432716
Post_4402,twitter,#education,shorts,brazil,3037201,417123,64193,32678,low,0.1692327903224054
Post_4403,twitter,#gaming,live stream,india,4775115,173834,81079,11190,low,0.055727034846281186
Post_4404,tiktok,#gaming,video,japan,3258029,425865,19999,22302,low,0.14369608128104447
Post_4405,tiktok,#challenge,video,usa,1856036,155912,86548,37551,high,0.15086506942753267
Post_4406,tiktok,#gaming,post,germany,737720,449979,95027,2597,medium,0.7422911131594643
Post_4407,tiktok,#challenge,shorts,japan,3734868,430185,97021,20606,low,0.1466750632150855
Post_4408,instagram,#fashion,post,japan,563991,425610,63863,38250,high,0.9356940093015669
Post_4409,twitter,#gaming,post,australia,1282138,326018,62192,21252,low,0.3193587585735701
Post_4410,youtube,#comedy,reel,usa,1599830,114184,22013,4679,high,0.08805685604095435
Post_4411,instagram,#gaming,reel,germany,467214,397417,72166,13251,low,1.0334322173565005
Post_4412,youtube,#tech,tweet,usa,2721832,396009,59393,23579,low,0.17597742990750348
Post_4413,twitter,#fitness,post,india,813436,150574,60145,45183,low,0.31459389552466327
Post_4414,twitter,#fashion,tweet,brazil,254930,321153,79004,5540,high,1.591405483858314
Post_4415,tiktok,#dance,reel,uk,2976863,92424,67422,45430,low,0.06895715388984981
Post_4416,tiktok,#viral,video,usa,3544239,157677,52712,18293,medium,0.06452217246071723
Post_4417,youtube,#tech,live stream,uk,3524926,301463,22012,41393,high,0.10351082547548517
Post_4418,instagram,#gaming,video,india,2257240,452058,18608,10444,low,0.21314082685049
Post_4419,twitter,#comedy,reel,canada,4358378,329756,47703,6187,high,0.08802494873092696
Post_4420,twitter,#fashion,video,uk,4848504,370506,57130,27458,medium,0.09386276674207136
Post_4421,tiktok,#gaming,reel,australia,1595215,423374,28961,38085,medium,0.30743191356650984
Post_4422,instagram,#viral,video,india,267239,358950,54558,25006,low,1.6409057061282224
Post_4423,youtube,#viral,tweet,australia,3012082,421961,52912,1842,medium,0.15826760360441713
Post_4424,instagram,#gaming,tweet,germany,554142,60701,68343,16296,high,0.2622793435617585
Post_4425,twitter,#fitness,tweet,australia,751792,34057,22585,6591,low,0.08410970055547279
Post_4426,youtube,#dance,video,uk,719722,458100,94550,26603,low,0.8048288089012147
Post_4427,youtube,#viral,reel,germany,4983897,256077,71883,39186,medium,0.07366645016941561
Post_4428,tiktok,#tech,tweet,usa,4305709,405655,44565,43719,low,0.1147172277550573
Post_4429,instagram,#challenge,post,japan,3147607,123912,24092,41902,high,0.060333453318663986
Post_4430,twitter,#tech,live stream,india,3490352,413255,51747,17805,medium,0.13832616309186008
Post_4431,youtube,#challenge,shorts,uk,3478951,72455,68320,473,low,0.04060074430482062
Post_4432,tiktok,#tech,video,brazil,1587926,454473,51082,30682,medium,0.33769646696382577
Post_4433,youtube,#gaming,post,usa,1195872,119293,22493,5224,medium,0.12293121671884616
Post_4434,twitter,#tech,live stream,canada,516620,7855,54958,12841,high,0.1464403236421354
Post_4435,twitter,#dance,tweet,usa,2877882,3704,99815,2199,low,0.03673465416580666
Post_4436,tiktok,#gaming,post,usa,1912258,227267,59710,19661,medium,0.1603538853020879
Post_4437,instagram,#music,live stream,usa,466743,253098,39009,47537,high,0.7276895422105956
Post_4438,tiktok,#education,shorts,australia,1111633,356767,16497,5222,medium,0.34047747772871084
Post_4439,twitter,#dance,video,uk,1248834,191587,55987,7710,high,0.20441788099939623
Post_4440,tiktok,#music,tweet,brazil,2289790,171584,8515,44817,medium,0.09822560147437101
Post_4441,tiktok,#fitness,shorts,india,3072740,261975,66794,31510,medium,0.11725007647897316
Post_4442,youtube,#dance,live stream,australia,4316183,219615,14485,34691,low,0.06227516303178063
Post_4443,twitter,#music,shorts,usa,1514380,480539,78070,24089,high,0.38477660824892035
Post_4444,tiktok,#comedy,shorts,uk,3219097,290198,90587,8704,medium,0.12099324748524198
Post_4445,twitter,#education,post,uk,56016,357109,3830,27527,low,6.934911453870323
Post_4446,instagram,#gaming,post,canada,637729,241923,62036,44594,high,0.5465534733405569
Post_4447,tiktok,#dance,tweet,usa,1596726,486131,14674,40353,low,0.33891725944213347
Post_4448,youtube,#dance,shorts,uk,1161484,221418,84473,42623,low,0.30005923456543526
Post_4449,instagram,#gaming,shorts,uk,1081777,48326,42923,6408,high,0.09027461297476282
Post_4450,twitter,#fashion,reel,india,2803598,227995,2103,35208,medium,0.09463054260988915
Post_4451,youtube,#viral,shorts,usa,2304844,221874,61744,22713,medium,0.1329074766014533
Post_4452,instagram,#fitness,reel,germany,1945496,290804,36541,15838,low,0.17639871785909608
Post_4453,tiktok,#gaming,tweet,australia,2506710,320606,1565,39465,low,0.14426718687043974
Post_4454,tiktok,#gaming,live stream,brazil,2254522,294121,86843,12828,high,0.17466762355834187
Post_4455,instagram,#challenge,reel,australia,3924268,498261,8499,11392,high,0.13203787305046444
Post_4456,instagram,#comedy,live stream,usa,568573,45982,59886,44122,high,0.2638007784400596
Post_4457,instagram,#gaming,post,japan,3111832,171402,51391,12925,medium,0.07574894788664684
Post_4458,instagram,#fitness,reel,australia,2304449,355721,54164,43193,low,0.19661012241971942
Post_4459,twitter,#comedy,video,australia,3404604,333847,7512,7909,medium,0.10258696752985076
Post_4460,twitter,#viral,shorts,usa,1658784,386659,53867,26339,high,0.2814501466134228
Post_4461,youtube,#dance,reel,uk,1246083,94202,77172,13491,high,0.14835689115412054
Post_4462,youtube,#viral,post,germany,4131095,134585,24149,46525,low,0.04968634224097969
Post_4463,youtube,#fashion,video,australia,3664947,498276,45486,29141,low,0.1563195866133944
Post_4464,twitter,#challenge,tweet,india,3247592,76079,75922,31681,high,0.05655944465930449
Post_4465,instagram,#music,post,canada,3144724,346002,68200,21104,high,0.13842423055250636
Post_4466,instagram,#gaming,post,australia,3567170,178506,37026,14997,low,0.06462517906351534
Post_4467,twitter,#music,live stream,japan,4966638,456635,19925,15827,high,0.09913889435871912
Post_4468,twitter,#fitness,live stream,usa,2381324,166638,40364,47901,medium,0.10704255279835924
Post_4469,twitter,#fashion,tweet,brazil,4678841,316721,59725,28125,high,0.08646820868672392
Post_4470,instagram,#music,video,usa,4781223,331083,5095,10256,low,0.07245719348375929
Post_4471,youtube,#education,reel,brazil,3995394,281704,78827,40414,low,0.10035180510357677
Post_4472,twitter,#education,video,japan,97529,279809,38158,27001,medium,3.537081278388992
Post_4473,instagram,#dance,reel,germany,1035139,212435,51821,2303,high,0.2575103440214309
Post_4474,instagram,#comedy,shorts,usa,46451,62611,79389,17478,medium,3.4332522443004456
Post_4475,tiktok,#dance,post,brazil,765809,328597,19358,9245,medium,0.46643484210814967
Post_4476,youtube,#fitness,video,canada,4412202,420756,75784,30893,medium,0.1195396312317523
Post_4477,youtube,#dance,reel,uk,3605698,33232,26198,40691,low,0.027767439203172314
Post_4478,twitter,#dance,reel,brazil,2858575,9364,19588,41663,high,0.024702867687571604
Post_4479,instagram,#fitness,shorts,canada,521996,477724,90232,45777,high,1.1757427259979003
Post_4480,instagram,#gaming,post,japan,2825457,210288,13695,5774,medium,0.08131675689985726
Post_4481,tiktok,#tech,reel,germany,3284443,227209,72888,31889,medium,0.10107832591401343
Post_4482,youtube,#viral,live stream,usa,4005023,131700,58431,32829,high,0.05567009228161736
Post_4483,instagram,#education,post,canada,2160970,332512,86309,47146,high,0.21562862973572053
Post_4484,tiktok,#dance,tweet,india,292774,182788,97632,18942,high,1.022501998128249
Post_4485,twitter,#gaming,video,australia,2077958,258542,74670,39468,medium,0.179349149501578
Post_4486,instagram,#fashion,live stream,uk,105441,393868,81465,35311,low,4.842935859864759
Post_4487,twitter,#dance,live stream,india,4482313,170103,66262,46723,high,0.06315667825963961
Post_4488,tiktok,#tech,shorts,australia,128356,340433,58461,38076,medium,3.404359749446851
Post_4489,twitter,#education,live stream,australia,644845,72412,61458,27972,medium,0.2509781420341322
Post_4490,youtube,#challenge,live stream,india,1235026,220260,76228,39918,high,0.2723877877874636
Post_4491,youtube,#fashion,post,usa,2684761,368977,86498,33243,low,0.18203408050102038
Post_4492,tiktok,#tech,reel,india,4601011,27813,42268,46788,high,0.025400721710945703
Post_4493,tiktok,#gaming,live stream,canada,3897648,255004,95891,24613,high,0.09634220432424888
Post_4494,tiktok,#music,video,japan,1421637,402011,97806,29398,high,0.37225747500944334
Post_4495,instagram,#challenge,live stream,germany,255535,301119,9161,19777,low,1.2916312833858377
Post_4496,youtube,#challenge,video,australia,434662,116995,44116,26605,low,0.4318665997947831
Post_4497,twitter,#education,tweet,uk,328051,470719,7022,853,low,1.45890120743421
Post_4498,tiktok,#challenge,live stream,uk,3187163,113636,38956,23762,high,0.055332595163786726
Post_4499,tiktok,#tech,video,australia,4704584,289582,50984,18427,low,0.0763070656194044
Post_4500,twitter,#tech,reel,australia,1350154,494375,56331,39720,high,0.4373027076911226
Post_4501,instagram,#challenge,video,brazil,997524,304745,78986,38172,low,0.4229502247564971
Post_4502,tiktok,#challenge,shorts,india,3123791,288683,39757,32872,medium,0.11566458831592767
Post_4503,instagram,#dance,reel,canada,399317,482528,46641,40719,low,1.427156870356133
Post_4504,twitter,#fashion,reel,canada,3681653,208934,36260,1360,high,0.06696828842913767
Post_4505,twitter,#gaming,reel,japan,178505,74704,25139,27831,high,0.7152404694546372
Post_4506,tiktok,#fashion,tweet,brazil,3950220,5327,35256,46251,low,0.021982066821594745
Post_4507,tiktok,#fashion,reel,brazil,3625266,332545,67824,5870,low,0.11205770831712762
Post_4508,tiktok,#fashion,shorts,japan,42728,3266,25861,33547,medium,1.466813330836922
Post_4509,instagram,#fitness,reel,usa,959411,133168,45872,14351,medium,0.2015726315416438
Post_4510,youtube,#education,video,india,1335449,145891,14293,37944,high,0.148360588835665
Post_4511,youtube,#challenge,video,germany,2236066,192860,82823,1338,low,0.12388766700088459
Post_4512,instagram,#education,video,brazil,1148460,443609,15746,17351,medium,0.4150828065409331
Post_4513,youtube,#comedy,shorts,india,2049729,346628,61047,40956,medium,0.21887332422969086
Post_4514,twitter,#gaming,reel,canada,1139637,354344,53748,37406,low,0.3909121939705362
Post_4515,twitter,#education,live stream,canada,4925732,377998,36961,40392,low,0.09244331603911865
Post_4516,twitter,#dance,tweet,uk,2756350,157829,59099,33878,low,0.09099207284996463
Post_4517,instagram,#education,post,germany,1102834,10831,8436,16461,medium,0.03239653474593638
Post_4518,youtube,#fashion,video,india,2760244,179236,69819,8842,medium,0.09343268203825458
Post_4519,tiktok,#education,live stream,brazil,3583260,326669,20618,15318,medium,0.1011941639735883
Post_4520,twitter,#dance,reel,germany,1251963,462124,67230,1039,low,0.4236491014510812
Post_4521,twitter,#education,post,usa,112559,484941,20456,26030,medium,4.72131948578079
Post_4522,youtube,#comedy,reel,usa,4810035,156420,24420,44367,low,0.04682024143275465
Post_4523,twitter,#fitness,video,japan,3629617,180754,9532,6313,high,0.05416521908509906
Post_4524,tiktok,#tech,video,usa,732664,298982,59897,20996,medium,0.5184845986700588
Post_4525,youtube,#gaming,shorts,japan,4618258,336390,38124,1639,high,0.08144910916627006
Post_4526,twitter,#dance,post,india,1418279,211899,96255,2567,low,0.21908312821384227
Post_4527,youtube,#education,reel,germany,1715615,398432,42356,12514,low,0.2642212850785287
Post_4528,twitter,#education,video,india,2000324,91564,66074,21963,medium,0.08978595467534259
Post_4529,tiktok,#dance,shorts,canada,2787078,211378,66396,30882,high,0.11074537562278487
Post_4530,youtube,#music,post,india,2398278,346013,69432,23242,low,0.18291749330144377
Post_4531,instagram,#gaming,shorts,india,3073012,362550,15841,26557,low,0.13177559996511565
Post_4532,twitter,#education,shorts,uk,1846215,18294,7725,2146,medium,0.015255536327025834
Post_4533,tiktok,#comedy,tweet,india,1677328,147334,15048,20462,low,0.10900909064893688
Post_4534,twitter,#education,shorts,australia,194265,416016,56527,34233,high,2.608684014104445
Post_4535,youtube,#comedy,post,australia,1007963,55761,11552,36476,high,0.102969057395956
Post_4536,twitter,#music,tweet,india,1745217,395015,1527,1127,high,0.22786220853911004
Post_4537,instagram,#viral,live stream,uk,4569333,417157,69945,1610,low,0.10695477873904134
Post_4538,youtube,#tech,reel,india,1590502,132452,45282,37835,low,0.135535195806104
Post_4539,twitter,#tech,video,brazil,29712,153744,3574,22830,low,6.063139472267097
Post_4540,tiktok,#comedy,tweet,india,3053697,307679,89535,42890,high,0.1441216990421774
Post_4541,instagram,#gaming,tweet,brazil,4635805,171261,93859,29778,low,0.0636131157371805
Post_4542,youtube,#fitness,tweet,germany,369125,492042,88337,10110,medium,1.5996992888587878
Post_4543,instagram,#viral,reel,usa,74324,31018,63255,35276,low,1.7430305150422474
Post_4544,youtube,#music,post,usa,2756021,38709,18178,42840,low,0.036185137921663155
Post_4545,twitter,#comedy,reel,india,3660291,150358,60232,44168,low,0.06960047712053495
Post_4546,youtube,#challenge,live stream,brazil,4035023,480450,83498,1828,high,0.1402163011214558
Post_4547,youtube,#fashion,tweet,australia,1437126,183879,97221,43534,low,0.22589111880238755
Post_4548,instagram,#challenge,tweet,uk,50612,269736,42711,6981,low,6.311309570852762
Post_4549,youtube,#fashion,shorts,germany,2361090,41277,67669,9127,high,0.050007835364175024
Post_4550,youtube,#fitness,tweet,brazil,3493327,206084,162,1310,low,0.05941499321420526
Post_4551,tiktok,#tech,live stream,usa,4838253,266199,59910,11768,low,0.06983450431385048
Post_4552,twitter,#education,post,india,199923,120835,10819,11318,medium,0.7151353271009339
Post_4553,tiktok,#dance,tweet,uk,3650766,233944,90849,43814,medium,0.10096702993289627
Post_4554,tiktok,#challenge,reel,uk,4573261,366527,58722,44114,medium,0.10263201684749679
Post_4555,twitter,#viral,video,australia,1312128,143980,37304,38740,high,0.1676848600136572
Post_4556,youtube,#education,shorts,japan,338935,355832,51514,9529,high,1.2299555962057622
Post_4557,instagram,#dance,video,india,808212,283585,28197,42085,medium,0.4378393292848906
Post_4558,youtube,#viral,live stream,india,2927977,443197,69420,23401,medium,0.1830676948623572
Post_4559,tiktok,#comedy,reel,india,3991596,263367,65801,20748,low,0.08766318034189832
Post_4560,youtube,#tech,live stream,australia,4929171,127973,68499,1241,medium,0.04011080159320908
Post_4561,youtube,#music,live stream,usa,2621315,282274,42011,41299,high,0.13946587876695477
Post_4562,tiktok,#fitness,shorts,canada,2106161,458518,62036,19006,medium,0.2561817448903479
Post_4563,tiktok,#comedy,shorts,usa,1577238,400151,87336,31218,medium,0.328869200463088
Post_4564,tiktok,#gaming,live stream,uk,2156983,283478,46690,49938,low,0.1762211385068867
Post_4565,instagram,#dance,shorts,australia,2047644,237289,24803,5008,high,0.130442596466964
Post_4566,twitter,#comedy,live stream,brazil,752438,199061,32859,21330,high,0.33657258139541063
Post_4567,instagram,#fitness,reel,usa,1011802,337782,88350,32967,medium,0.4537439143231581
Post_4568,twitter,#music,video,usa,1122719,48060,58549,25881,high,0.11800815698318101
Post_4569,tiktok,#education,reel,uk,2813260,260597,64519,46775,high,0.1321921898438111
Post_4570,tiktok,#gaming,video,uk,3978999,19200,44821,24372,medium,0.022214883693109748
Post_4571,instagram,#education,shorts,india,4755630,369132,72628,1581,low,0.0932244518602162
Post_4572,tiktok,#gaming,video,usa,5679,95171,63079,40180,medium,34.9410107413277
Post_4573,youtube,#education,shorts,australia,354097,313064,85802,10849,low,1.157069955407699
Post_4574,youtube,#dance,live stream,india,4159829,263829,77015,8741,high,0.08403831022861757
Post_4575,instagram,#viral,shorts,germany,2936409,161409,1809,5457,low,0.05744261102591635
Post_4576,instagram,#music,reel,germany,2748383,325417,19117,11624,high,0.12958819786034187
Post_4577,instagram,#challenge,shorts,australia,2763379,424976,27036,13761,low,0.16855197929780896
Post_4578,youtube,#education,video,uk,4749326,339397,81612,44880,high,0.0980958140165573
Post_4579,twitter,#gaming,video,usa,2992211,95547,23448,33090,medium,0.05082696374019078
Post_4580,tiktok,#dance,live stream,brazil,4379134,77485,88805,39157,medium,0.04691498364745176
Post_4581,youtube,#comedy,shorts,australia,4747855,269782,51923,2531,medium,0.06829104932648533
Post_4582,youtube,#viral,tweet,canada,3261233,113979,8547,35128,medium,0.048341838807592095
Post_4583,tiktok,#challenge,post,japan,3508531,412551,11271,34686,low,0.13068375339992722
Post_4584,instagram,#dance,post,brazil,552118,440910,55306,15939,medium,0.9276187336764967
Post_4585,tiktok,#challenge,live stream,uk,2683552,210072,24960,35150,medium,0.10068073955712428
Post_4586,tiktok,#fitness,reel,india,4099779,9695,81909,2348,low,0.02291635719876608
Post_4587,instagram,#tech,reel,australia,4796690,426637,78236,41106,medium,0.1138241162134722
Post_4588,tiktok,#fitness,live stream,australia,4292584,56812,1813,7614,low,0.015431031751504455
Post_4589,instagram,#gaming,reel,usa,27994,441518,38281,10867,high,17.527541616060585
Post_4590,youtube,#education,reel,canada,4907437,164649,80863,15435,low,0.05317378501242095
Post_4591,youtube,#challenge,tweet,uk,3285959,374420,82214,2020,low,0.13957995215399827
Post_4592,twitter,#gaming,reel,australia,4839425,16246,88253,3964,low,0.02241237337080335
Post_4593,youtube,#music,live stream,usa,2438444,429712,74676,42454,low,0.22425858457278494
Post_4594,youtube,#music,post,canada,1186804,210681,58049,2339,high,0.22840249948601454
Post_4595,youtube,#fashion,live stream,brazil,1333176,495538,73212,49846,low,0.4640017522067604
Post_4596,twitter,#challenge,shorts,australia,4631125,42569,52242,7834,low,0.02216416097600475
Post_4597,instagram,#fashion,post,uk,3291531,119950,87148,35630,low,0.07374319123836294
Post_4598,twitter,#tech,tweet,germany,3628910,263811,70589,13708,low,0.09592632498463725
Post_4599,youtube,#education,post,usa,839571,217743,99857,21632,high,0.4040539751849456
Post_4600,youtube,#dance,reel,canada,2921498,121852,83407,40201,low,0.08401854117305574
Post_4601,youtube,#fashion,live stream,japan,2295646,440661,91268,5980,high,0.2343170506254013
Post_4602,instagram,#fashion,reel,germany,4885418,32889,49069,12821,low,0.019400387029318678
Post_4603,twitter,#gaming,tweet,india,3777754,202276,35884,41913,high,0.0741374372179872
Post_4604,youtube,#music,post,uk,2618635,234407,36601,27278,high,0.11390896402133173
Post_4605,youtube,#fitness,live stream,uk,3635998,477287,87839,13330,low,0.15909139663993216
Post_4606,instagram,#education,post,brazil,4538803,37888,31285,41134,low,0.02430310370377388
Post_4607,instagram,#gaming,shorts,australia,1175078,42905,98581,20024,medium,0.13744619506109382
Post_4608,tiktok,#challenge,live stream,canada,2317796,452942,67692,9904,high,0.2288976251576929
Post_4609,tiktok,#dance,post,uk,2344865,398034,18988,6493,high,0.1806138093237777
Post_4610,instagram,#fashion,video,usa,788460,65933,20908,11908,low,0.1252428785226898
Post_4611,tiktok,#education,tweet,canada,705892,101699,448,9268,high,0.15783575957795243
Post_4612,youtube,#viral,live stream,canada,2676709,419849,21229,35123,medium,0.17790540548113373
Post_4613,tiktok,#challenge,post,usa,2045200,134618,68044,2299,low,0.10021562683356151
Post_4614,youtube,#challenge,live stream,usa,4311581,74005,74174,9589,high,0.03659168179839368
Post_4615,youtube,#fashion,tweet,usa,811324,125535,79606,32458,low,0.2928534099817089
Post_4616,tiktok,#music,live stream,brazil,2365962,466145,84706,38723,low,0.2491899700840504
Post_4617,twitter,#viral,tweet,uk,4585788,431040,84174,8471,high,0.11419738548751054
Post_4618,youtube,#viral,video,usa,4242961,439654,97036,27828,high,0.13304812370417735
Post_4619,twitter,#tech,video,australia,4032099,215854,31543,32321,high,0.06937280061823879
Post_4620,twitter,#comedy,video,australia,1111912,478722,68409,1972,medium,0.49383674247602327
Post_4621,instagram,#music,reel,india,4461089,251802,50220,49414,medium,0.07877807414288306
Post_4622,youtube,#fashion,post,india,4645972,426458,75602,34866,low,0.11556806627332235
Post_4623,tiktok,#education,shorts,brazil,3752649,415112,30531,31028,low,0.1270225379458617
Post_4624,instagram,#dance,video,japan,1984418,214222,75144,10982,low,0.15135319272451672
Post_4625,instagram,#tech,video,uk,1766643,372453,31196,35447,low,0.2485482352688121
Post_4626,tiktok,#fitness,tweet,uk,2056923,397189,60950,27927,high,0.23630733868015477
Post_4627,youtube,#tech,reel,australia,1263445,463074,99903,34170,low,0.47263394924195357
Post_4628,twitter,#education,post,japan,167630,2305,23748,738,medium,0.15982222752490605
Post_4629,youtube,#music,shorts,india,4789012,74240,22761,43777,high,0.02939604244048668
Post_4630,twitter,#fashion,post,australia,2751747,157563,96955,49493,high,0.11047927007824485
Post_4631,tiktok,#education,tweet,usa,3557778,190476,98406,43225,high,0.0933467461994537
Post_4632,youtube,#education,live stream,india,222005,489558,26045,37407,high,2.4909799328843945
Post_4633,twitter,#fitness,video,germany,2768780,88156,68849,36985,medium,0.07006334920073101
Post_4634,instagram,#tech,post,usa,4818440,212639,24551,26488,medium,0.054722690331310546
Post_4635,twitter,#comedy,reel,uk,3468794,497381,12068,13122,low,0.15064918816164927
Post_4636,tiktok,#challenge,shorts,canada,3508583,426856,29746,3883,low,0.1312452919027425
Post_4637,youtube,#dance,reel,india,686780,177626,13437,6268,low,0.28732781968024695
Post_4638,youtube,#fashion,shorts,india,670658,197098,52298,47586,medium,0.44282182572935835
Post_4639,youtube,#challenge,shorts,uk,4786577,393842,27939,12035,low,0.09063178133350827
Post_4640,twitter,#music,post,usa,4221706,126346,6521,35253,low,0.03982276359367516
Post_4641,twitter,#challenge,video,australia,3884895,376159,19114,37055,high,0.11128434616637001
Post_4642,instagram,#comedy,video,uk,4690084,461297,95691,23649,high,0.12380098096324074
Post_4643,tiktok,#fitness,live stream,germany,3029888,257416,52387,39227,low,0.1151956771999493
Post_4644,instagram,#viral,reel,usa,2364901,441370,86968,28414,medium,0.23542296273712937
Post_4645,twitter,#education,post,japan,868961,332677,526,46355,high,0.43679520714968795
Post_4646,instagram,#dance,video,usa,1740910,368932,89995,40782,high,0.28703896238174287
Post_4647,youtube,#comedy,video,canada,4250935,11456,50483,36048,low,0.023050693553300628
Post_4648,twitter,#viral,shorts,australia,4727865,169770,85465,6929,medium,0.055450821882604515
Post_4649,twitter,#viral,live stream,australia,285049,116295,82961,35842,high,0.8247634617206164
Post_4650,tiktok,#music,reel,uk,1809827,497948,51602,37638,low,0.32444427008769344
Post_4651,youtube,#education,shorts,brazil,218929,180079,78182,49745,medium,1.406876201873667
Post_4652,tiktok,#music,video,japan,2658932,195235,20907,6665,high,0.08379567435346222
Post_4653,twitter,#comedy,post,japan,3040145,119414,932,3014,high,0.040577011951732564
Post_4654,twitter,#music,reel,germany,3295406,452982,11731,12475,high,0.1448040089749184
Post_4655,youtube,#comedy,post,uk,848990,487241,30833,12572,high,0.6250320969622728
Post_4656,tiktok,#comedy,video,australia,1146688,458464,62608,45618,low,0.4941972009823073
Post_4657,tiktok,#challenge,tweet,usa,368570,216371,473,30193,high,0.670258024255908
Post_4658,twitter,#music,shorts,usa,1158983,361379,82699,10760,high,0.392445790835586
Post_4659,youtube,#tech,post,australia,3117939,402589,59229,903,medium,0.14840604643002958
Post_4660,instagram,#comedy,post,australia,3498488,89978,29892,34882,high,0.04423396621626257
Post_4661,tiktok,#fitness,post,germany,1405472,99945,45962,28980,high,0.12443293071651373
Post_4662,youtube,#challenge,shorts,australia,1405285,488073,4853,39718,medium,0.3790291649024931
Post_4663,youtube,#comedy,post,germany,1547318,226191,9881,32443,low,0.17353575670935129
Post_4664,twitter,#music,video,japan,4895023,417022,71997,44381,medium,0.10896782303167932
Post_4665,youtube,#comedy,live stream,uk,3089984,392093,33020,32711,low,0.14816387398769704
Post_4666,twitter,#fitness,tweet,germany,4945393,876,25541,16000,medium,0.008577073652184974
Post_4667,youtube,#challenge,tweet,australia,2185895,132996,98545,44058,medium,0.12608062143881568
Post_4668,instagram,#music,reel,japan,207495,134074,74441,37754,medium,1.1868671534253838
Post_4669,tiktok,#music,post,india,4546518,220008,9171,8949,low,0.052375906133001124
Post_4670,youtube,#fashion,tweet,japan,635257,459877,99368,20983,medium,0.9133752166446021
Post_4671,instagram,#music,post,germany,1164811,273820,45278,33006,medium,0.3022842332361216
Post_4672,twitter,#tech,tweet,usa,4409288,179602,85822,39078,low,0.06905922225992042
Post_4673,instagram,#education,video,uk,1690987,321050,55297,24685,medium,0.23715853522232874
Post_4674,tiktok,#education,video,brazil,1943478,348357,94530,2482,high,0.22916081375760364
Post_4675,twitter,#music,shorts,canada,2481934,156815,67643,3623,high,0.09189648072833524
Post_4676,tiktok,#comedy,tweet,usa,4601601,184910,67509,1637,medium,0.055210349615275205
Post_4677,tiktok,#comedy,shorts,australia,2366043,87673,4121,25516,low,0.04958067118813986
Post_4678,tiktok,#fitness,tweet,uk,3048931,400764,81551,1571,low,0.15870677296403232
Post_4679,twitter,#challenge,video,india,711095,185937,90904,25280,low,0.4248672821493612
Post_4680,tiktok,#education,video,canada,3991932,471738,76124,24497,medium,0.14337894533273612
Post_4681,instagram,#comedy,video,canada,4309722,32734,77691,11883,high,0.02837955673242961
Post_4682,twitter,#education,post,germany,4499829,104787,71972,44894,medium,0.049258094029795356
Post_4683,youtube,#viral,shorts,india,2514127,402527,19990,30948,high,0.18036678338047363
Post_4684,instagram,#gaming,live stream,india,297130,156713,2924,15183,high,0.588361996432538
Post_4685,youtube,#viral,video,uk,2640152,174269,17810,40883,high,0.08823810144264421
Post_4686,tiktok,#education,video,uk,3691613,449035,59140,19664,medium,0.1429832975450027
Post_4687,youtube,#fitness,shorts,germany,4607563,104267,40838,31440,low,0.0383163507476729
Post_4688,youtube,#fitness,shorts,australia,3602630,497385,30893,43944,high,0.15883451811593197
Post_4689,tiktok,#tech,shorts,brazil,826021,58506,48743,43924,low,0.18301350692052623
Post_4690,tiktok,#music,shorts,brazil,3309158,79745,27743,17516,low,0.037775168184776914
Post_4691,instagram,#comedy,video,germany,2299356,495941,11961,16485,medium,0.22805820412324146
Post_4692,twitter,#education,shorts,india,8162,285470,60984,43541,high,47.781793678020094
Post_4693,twitter,#music,shorts,brazil,4082325,225861,68621,16938,low,0.07628496016363225
Post_4694,twitter,#fitness,shorts,usa,3240909,43890,52928,33640,medium,0.04025352146573693
Post_4695,twitter,#gaming,shorts,canada,1076207,177343,29322,31034,high,0.22086736101883744
Post_4696,tiktok,#music,video,india,3809385,406344,48563,29507,high,0.12716330851305394
